#LNUM	TNUM	TRAN	WCSC
107	8	rasko	RA
107	9	xada	XA
107	10	tseste	TS
107	11	chao	CO
107	12	dafa	DF
107	13	fishin	FN
107	14	oshima	OM
107	15	maxepafitsa	MA
107	16	chexe	CX
108	1	cameni	CA
108	2	ipureni	IA
108	3	ipirani	IP
108	4	jareni	JA
108	5	jehuani	JE
108	6	luhuichini	LU
108	7	memareni	ME
108	8	querani	QA
109	1	aghvaghlluk	A
109	2	esneg	E
109	3	esgaviyu	EG
109	4	eslag	ES
109	5	iqaghtaqegtak	I
109	6	kavig	K
109	7	kelagraak	K2
109	8	kemugsugni	KE
109	9	kakisugni	KK
109	10	mesug	M
109	11	maketellak	MA
109	12	mamlek	ML
109	13	melngugraak	MN
109	14	nighug	NI
109	15	peleghemelngug	P
109	16	qateg	Q
109	17	qiqusugni	QI
109	18	sungag	S
109	19	suug	S2
109	20	siyugaraak	SI
109	21	suk	SK
109	22	suulghii	SL
109	23	tagneg	T
109	24	ugtenghaq	U
109	25	uvraak	UV
109	26	yaalu	Y
110	1	nu-cas	B
110	2	nu-asul	BL
110	3	nu-na	R
110	4	nu-cach	Y
110	5	nu-ca'	G
110	6	nu-bizat	P
110	7	nu-cacy	W
110	8	cafwee	C
110	9	cafee	C
110	10	cafe	C
110	11	morad	M
110	12	chicul	CH
110	13	nu-rial	RI
110	14	nu-ryal	RI
110	15	canel	CA
110	16	nu-sey	S
